locationID,count,0_tip_ratio
91,262,0.0021930191679919646
217,245,0.0026755195422131462
85,239,0.0028988319769063763
208,235,0.004090513489991297
190,225,0.0024349331746117632
35,220,0.0017267903676493673
167,215,0.003210153042179918
133,214,0.001846323745103791
215,212,0.002042664713930588
119,211,0.002804322111614678
121,211,0.0022919834890288942
71,188,0.001740289554559929
227,187,0.0020432022551708316
235,180,0.0020765317305584717
219,180,0.0028947749312490953
34,171,0.002733594436895532
212,170,0.002810149599140425
213,170,0.0015794119013332094
18,167,0.0024677128587049678
258,166,0.0026186682652111497
200,164,0.0016324905434999004
150,159,0.0038731365097924584
102,153,0.0027137282724370346
174,152,0.0018569194683346365
165,145,0.0014182871004342892
77,140,0.002514412974370948
250,140,0.0027723870252287217
169,138,0.0018253485357530223
78,135,0.002216312056737589
123,128,0.0016293071625870343
72,111,0.001028320502487424
126,110,0.002421627333568158
26,107,9.856936243125478E-4
20,107,0.002497840651773
241,102,0.0016468878663114556
171,99,0.00213993904416056
53,95,0.002554450121000269
149,93,0.0016067448731017088
248,93,0.0023950553695596187
192,91,0.002383821449153874
67,85,0.0016239348897634787
136,85,0.0013019237838500183
47,85,0.0015556084259072858
22,84,0.001054428600120506
259,84,0.0019446245022687286
29,80,0.001535213970447131
131,80,0.0012731757778308267
155,80,0.0010361486355217656
63,78,0.0018365472910927456
185,75,0.0012107514730809589
218,73,0.001187223523289097
16,70,0.0014540922309929372
124,67,0.0019423667884269729
60,65,0.0020768100198095725
252,65,0.001634685511656565
254,62,8.2685408692637E-4
51,59,6.976551691518168E-4
147,59,0.0015377397831526272
21,57,0.0010049896856321738
180,49,0.0020364059512924942
115,46,0.009253671293502314
94,45,0.0016652481219701736
108,43,0.0010191263953736403
32,42,9.222256378727329E-4
203,41,0.001396410204012125
73,41,0.002032822648619168
23,39,0.005383022774327122
205,35,3.8283582905833326E-4
3,34,9.705135158279336E-4
178,34,0.001145359609230251
191,30,4.999166805532411E-4
8,25,0.007759155803848541
120,23,0.0019285594499413047
201,23,0.001972894149939955
101,23,9.954555291062542E-4
207,22,0.0045239564055110015
81,21,4.8339203093709E-4
9,21,7.699076110866696E-4
11,21,7.147232999795794E-4
15,21,8.137957760124007E-4
31,21,9.58291503148672E-4
122,20,8.29153020189876E-4
221,20,0.004204330460374185
19,18,7.23385443877346E-4
153,18,0.0010372846193741716
86,17,6.066445419833708E-4
38,16,5.912130953700625E-4
183,16,6.574081682964911E-4
57,15,0.002145002145002145
222,13,2.971496491348374E-4
98,13,3.516649985121865E-4
117,13,4.492518229256661E-4
154,11,0.0027989821882951653
251,11,0.005166744950681071
156,9,0.0026761819803746653
64,8,3.488270689805529E-4
175,7,2.625065626640666E-4
111,7,0.0019331676332504833
128,7,4.7928791509756934E-4
96,6,0.0010360904852357105
184,5,0.001268713524486171
6,4,0.0012281240405280934
240,4,3.884249368809478E-4
206,4,6.705783738474435E-4
84,3,0.006198347107438017
187,3,0.00424929178470255
214,3,0.0014044943820224719
253,3,9.640102827763496E-4
139,3,1.017018102922232E-4
58,2,4.451368795904741E-4
118,2,5.300821627352239E-4
44,2,0.0015810276679841897
176,1,0.00684931506849315
204,1,0.0035842293906810036
27,1,6.561679790026247E-4
46,1,2.290950744558992E-4
109,1,0.0011467889908256881
199,1,0.02631578947368421
245,1,6.215040397762585E-4
